brand,official_name,kcal,servings,first_seen,last_seen
全家,愛恨椒芝麵,304,1,2026-09-26,2026-09-26
全家,愛恨蔥蔥麵,304,1,2026-09-26,2026-09-26
全家,愛文芒果條,128,2,2026-09-26,2026-09-26
全家,慢燉滷肉油蔥粄條,613,1,2026-09-26,2026-09-26
全家,懷舊滷雙拼便當,676,1,2026-09-26,2026-09-26
全家,手工冰糖,1010,5,2026-09-26,2026-09-26
全家,手工拔絲麵包,480,1,2026-09-26,2026-09-26
全家,手撕素肉(燒烤味),52,1,2026-09-26,2026-09-26
全家,手撕素肉(香辣味),53,1,2026-09-26,2026-09-26
全家,手撕起司棒,85,1,2026-09-26,2026-09-26
全家,打拋風味豬肉拌麵,492,1,2026-09-26,2026-09-26
全家,打拋風味豬肉飯,603,1,2026-09-26,2026-09-26
全家,抹茶杏仁粒雪糕,258,1,2026-09-26,2026-09-26
全家,抹茶牛乳,189,1,2026-09-26,2026-09-26
全家,抹茶白玉咖啡酷繽沙,326,1,2026-09-26,2026-09-26
全家,抹茶白玉牛奶酷繽沙,383,1,2026-09-26,2026-09-26
全家,抹茶迷你杯冰淇淋,218,1,2026-09-26,2026-09-26
全家,抹茶雪酥,241,1,2026-09-26,2026-09-26
全家,招牌杏仁香脆肉紙(經典原味),280,1,2026-09-26,2026-09-26
全家,招牌韓式嫩雞胸,146,1,2026-09-26,2026-09-26
全家,招牌高麗菜鍋貼,318,3,2026-09-26,2026-09-26
全家,招牌鮮肉鍋貼,430,2,2026-09-26,2026-09-26
全家,拿坡里燻腸義大利麵,708,1,2026-09-26,2026-09-26
全家,排骨蛋炒飯,626,1,2026-09-26,2026-09-26
全家,排骨雞湯麵特大號,492,1,2026-09-26,2026-09-26
全家,排骨雞風味乾麵,588,1,2026-09-26,2026-09-26
全家,排骨雞風味乾麵4入裝,2352,4,2026-09-26,2026-09-26
全家,排骨雞麵,426,1,2026-09-26,2026-09-26
全家,排骨雞麵(包),453,1,2026-09-26,2026-09-26
全家,提拉米蘇,157,1,2026-09-26,2026-09-26
全家,提拉米蘇冰淇淋迷你杯,194,1,2026-09-26,2026-09-26
全家,提神in果凍,54,1,2026-09-26,2026-09-26
全家,新冰仙女紅茶,132,1,2026-09-26,2026-09-26
全家,新冰仙女醇奶茶,214,1,2026-09-26,2026-09-26
全家,新普利超濃代謝夜酵素粉EX,32,5,2026-09-26,2026-09-26
全家,新熱仙女紅茶,134,1,2026-09-26,2026-09-26
全家,新熱仙女醇奶茶,278,1,2026-09-26,2026-09-26
全家,新牛奶糖隨手包,222,2,2026-09-26,2026-09-26
全家,新纖麥土司,986,2,2026-09-26,2026-09-26
全家,新貴派金黃焦糖花生威化棒,133,1,2026-09-26,2026-09-26
全家,新養樂多活菌發酵乳,64,1,2026-09-26,2026-09-26
全家,日夏檸檬Q堤,196,1,2026-09-26,2026-09-26
全家,日式味噌風味拉麵,345,1,2026-09-26,2026-09-26
全家,日式和風醬,48,1,2026-09-26,2026-09-26
全家,日式咖哩牛肉,186,1,2026-09-26,2026-09-26
全家,日式唐揚雞,209,1,2026-09-26,2026-09-26
全家,日式溫泉蛋,114,2,2026-09-26,2026-09-26
全家,日式漢堡排,248,1,2026-09-26,2026-09-26
全家,日式炙烤親子丼,600,1,2026-09-26,2026-09-26
全家,日式烤雞串口味玉米片,453,3,2026-09-26,2026-09-26
全家,日式胡麻醬,174,1,2026-09-26,2026-09-26
全家,日式茶碗蒸,82,1,2026-09-26,2026-09-26
全家,日式蕎麥沾麵,334,1,2026-09-26,2026-09-26
全家,日式蛋黃醬雞肉串,131,1,2026-09-26,2026-09-26
全家,日式豚骨風味拉麵,364,1,2026-09-26,2026-09-26
全家,日式雞白湯麵,508,1,2026-09-26,2026-09-26
全家,日式雞肉串,115,1,2026-09-26,2026-09-26
全家,日本全家微辣烤魚香條,92,1,2026-09-26,2026-09-26
全家,日本全家有明海苔味噌杯湯,41,1,2026-09-26,2026-09-26
全家,日本全家東鳩玉米小點,450,1,2026-09-26,2026-09-26
全家,日本全家東鳩超薄洋芋圈,367,1,2026-09-26,2026-09-26
全家,日本全家白飯,257,1,2026-09-26,2026-09-26
全家,日本全家蛤蜊味噌湯,33,1,2026-09-26,2026-09-26
全家,日本全家豆腐海帶湯,50,1,2026-09-26,2026-09-26
全家,日本甘樂葡萄鮮果實軟糖,192,1,2026-09-26,2026-09-26
全家,日清厚餡夾心酥-奶油風味,497,7,2026-09-26,2026-09-26
全家,日清奶油三明治,599,8,2026-09-26,2026-09-26
全家,日清巧克力三明治餅乾,656,8,2026-09-26,2026-09-26
全家,旭沛人蔘蜆精,5,1,2026-09-26,2026-09-26
全家,旺旺草莓吸C凍,56,1,2026-09-26,2026-09-26
全家,旺旺葡萄吸C凍,58,1,2026-09-26,2026-09-26
全家,明太子生鮭飯糰,162,1,2026-09-26,2026-09-26
全家,明太子蟹味棒,82,1,2026-09-26,2026-09-26
全家,明太子龍蝦風味沙拉飯糰,194,1,2026-09-26,2026-09-26
全家,明治抹茶超級冰淇淋,301,1,2026-09-26,2026-09-26
全家,明治條裝牛奶巧克力,230,1,2026-09-26,2026-09-26
全家,明治條裝黑巧克力,230,10,2026-09-26,2026-09-26
全家,明治片裝牛奶巧克力,280,1,2026-09-26,2026-09-26
全家,明治片裝黑巧克力,286,1,2026-09-26,2026-09-26
全家,明治薄荷巧克力超杯冰淇淋,341,1,2026-09-26,2026-09-26
全家,明治蜂蜜檸檬汽水口味嚼感軟糖,249,1,2026-09-26,2026-09-26
全家,明治香草超級冰淇淋,374,1,2026-09-26,2026-09-26
全家,易口舒沁涼薄荷,75,22,2026-09-26,2026-09-26
全家,易口舒沁甜西瓜薄荷錠,71,21,2026-09-26,2026-09-26
全家,易口舒沁香葡萄薄荷錠,77,22,2026-09-26,2026-09-26
全家,易口舒清爽蜜桃,77,22,2026-09-26,2026-09-26
全家,易口舒無糖勁爽薄荷錠,75,22,2026-09-26,2026-09-26
全家,易口舒繽紛野莓薄荷錠,79,22,2026-09-26,2026-09-26
全家,易口舒脆皮軟心薄荷糖-勁爽薄荷,136,17,2026-09-26,2026-09-26
全家,易口舒脆皮軟心薄荷糖-檸檬口味,138,17,2026-09-26,2026-09-26
全家,星-鐵板滑蛋炸豬排丼,693,1,2026-09-26,2026-09-26
全家,星太郎大雞汁點心麵,431,1,2026-09-26,2026-09-26
全家,星太郎雞汁超寬條餅,366,2,2026-09-26,2026-09-26
全家,星太郎香菜超寬條餅,356,2,2026-09-26,2026-09-26
全家,星太郎點心麵-小雞汁(鬼滅之刃),102,1,2026-09-26,2026-09-26
全家,星星脆哈蜜瓜牛奶口味,162,1,2026-09-26,2026-09-26
全家,普超條糖綜合水果味,208,1,2026-09-26,2026-09-26
全家,暢快人生奇異果精華版,46,3,2026-09-26,2026-09-26
全家,曠世奇派巧克力大雪糕,264,1,2026-09-26,2026-09-26
全家,曠世奇派提拉米蘇雪糕,260,1,2026-09-26,2026-09-26
全家,曠世奇派玫瑰鹽巧克力大雪糕,277,1,2026-09-26,2026-09-26
全家,曠世奇派草莓大雪糕,263,1,2026-09-26,2026-09-26
全家,有田海苔小卷,192,2,2026-09-26,2026-09-26
全家,杏仁可可餅乾,266,5,2026-09-26,2026-09-26
全家,杏仁小魚,280,2,2026-09-26,2026-09-26
全家,杏仁脆餅,172,1,2026-09-26,2026-09-26
全家,杜老爺淇淋巧酥甜筒,256,1,2026-09-26,2026-09-26
全家,東京豚骨風味拉麵冷凍包,400,1,2026-09-26,2026-09-26
全家,東尼可可玉米片40g,155,1,2026-09-26,2026-09-26
全家,東尼香甜玉米片,114,1,2026-09-26,2026-09-26
全家,東尼香甜玉米片40g,155,1,2026-09-26,2026-09-26
全家,東山綜合滷味,260,1,2026-09-26,2026-09-26
全家,東海大學高優質鮮乳946ml,608,4,2026-09-26,2026-09-26
全家,東鳩豌豆條,394,1,2026-09-26,2026-09-26
全家,松露野菇燉飯,415,1,2026-09-26,2026-09-26
全家,板巧克力夾心土司,218,1,2026-09-26,2026-09-26
全家,枇杷潤喉糖,230,24,2026-09-26,2026-09-26
全家,枇杷潤喉糖袋裝原味,77,8,2026-09-26,2026-09-26
全家,枇杷秋梨薄荷糖,73,27,2026-09-26,2026-09-26
全家,林鳳營全脂鮮乳,148,1,2026-09-26,2026-09-26
全家,林鳳營全脂鮮乳1857ml,1218,6,2026-09-26,2026-09-26
全家,林鳳營無加糖特濃重乳優格,100,1,2026-09-26,2026-09-26
全家,林鳳營特濃重乳優格,408,4,2026-09-26,2026-09-26
全家,林鳳營草莓特濃優格,416,4,2026-09-26,2026-09-26
全家,林鳳營藍莓特濃重乳優格,131,1,2026-09-26,2026-09-26
全家,果汁時刻鮮摘柳橙綜合果汁,137,1,2026-09-26,2026-09-26
全家,果漾草莓麵包,258,1,2026-09-26,2026-09-26
全家,果粒草莓滿餡麵包,289,1,2026-09-26,2026-09-26
全家,柑橘果乾,207,1,2026-09-26,2026-09-26
全家,柑橘風味潤喉糖,80,8,2026-09-26,2026-09-26
全家,柚香水蘿蔔80g,58,1,2026-09-26,2026-09-26
全家,核桃多穀黑麥土司,251,1,2026-09-26,2026-09-26
全家,格力高百奇巧克力棒,197,1,2026-09-26,2026-09-26
全家,格力高百奇牛奶餅乾巧克力棒,195,1,2026-09-26,2026-09-26
全家,格力高百奇草莓棒,196,1,2026-09-26,2026-09-26
全家,桂冠沙拉,645,5,2026-09-26,2026-09-26
全家,桂冠芋角牛奶Q雪糕,174,1,2026-09-26,2026-09-26
全家,桂圓紅棗水,20,2,2026-09-26,2026-09-26
全家,桂格100%喝的燕麥,126,1,2026-09-26,2026-09-26
全家,桂格100%喝的燕麥920ml,399,3,2026-09-26,2026-09-26
全家,桂格五白銀耳薏仁穀飲,96,1,2026-09-26,2026-09-26
全家,桂格五黑芝麻多穀飲,122,1,2026-09-26,2026-09-26
全家,桂格燕麥堅果王,118,1,2026-09-26,2026-09-26
全家,桂格純植蛋白奶原味,235,1,2026-09-26,2026-09-26
全家,桂格純植蛋白奶杏仁果風味,201,1,2026-09-26,2026-09-26
全家,桂格蟲草人蔘,14,1,2026-09-26,2026-09-26
全家,桂格顆粒燕麥,125,1,2026-09-26,2026-09-26
全家,桂格顆粒燕麥920ml,396,3,2026-09-26,2026-09-26
全家,桂格顆粒豆漿燕麥,109,1,2026-09-26,2026-09-26
全家,桂格養氣人蔘雞精,22,2,2026-09-26,2026-09-26
全家,梨子果肉牛奶雪糕,133,1,2026-09-26,2026-09-26
全家,森永嗨啾蜜桃乳酸軟糖,195,1,2026-09-26,2026-09-26
全家,森永大牛奶糖,220,5,2026-09-26,2026-09-26
全家,森永牛奶糖雪派,210,1,2026-09-26,2026-09-26
全家,森永罐裝彈珠汽水風味糖錠,108,2,2026-09-26,2026-09-26
全家,椒香溫泉蛋,138,2,2026-09-26,2026-09-26
全家,椒香風味豆腐棒,104,1,2026-09-26,2026-09-26
全家,椒鹽大雞排,509,1,2026-09-26,2026-09-26
全家,椒鹽檸檬鯖魚飯糰,162,1,2026-09-26,2026-09-26
全家,椒鹽甜不辣,234,1,2026-09-26,2026-09-26
全家,椒鹽雞翅,254,1,2026-09-26,2026-09-26
全家,椒鹽鹽酥雞,255,1,2026-09-26,2026-09-26
全家,椒麻滷三寶,226,1,2026-09-26,2026-09-26
全家,椒麻米粉,274,1,2026-09-26,2026-09-26
全家,椒麻紅燒鰻,222,2,2026-09-26,2026-09-26
全家,椒麻花生,387,2,2026-09-26,2026-09-26
全家,椒麻香蔥雞涼拌麵,445,1,2026-09-26,2026-09-26
全家,椰子風味可可棒,233,2,2026-09-26,2026-09-26
全家,椰香葡萄麵包,370,1,2026-09-26,2026-09-26
全家,楓糖千層派,294,1,2026-09-26,2026-09-26
全家,楓糖脆餅,97,1,2026-09-26,2026-09-26
全家,極上豚厚切火腿,120,2,2026-09-26,2026-09-26
全家,極品紅燒牛肉麵,607,1,2026-09-26,2026-09-26
全家,極酷嗆涼冰炫薄荷超值包,101,22,2026-09-26,2026-09-26
全家,極酷嗆涼重量包,95,22,2026-09-26,2026-09-26
全家,榛果可可爆餡餐包,402,3,2026-09-26,2026-09-26
全家,榛果可可醬,972,12,2026-09-26,2026-09-26
全家,榛果濃可可滿餡,379,1,2026-09-26,2026-09-26
全家,榴槤糯米風味焦糖脆餅,252,2,2026-09-26,2026-09-26
全家,樂事海苔口味洋芋片,360,2,2026-09-26,2026-09-26
全家,樂事炙鹽香蒜洋芋片,316,2,2026-09-26,2026-09-26
全家,樂事瑞士香濃起司洋芋片,363,3,2026-09-26,2026-09-26
全家,樂事神戶厚切牛排洋芋片,348,2,2026-09-26,2026-09-26
全家,樂事經典原味洋芋片,366,2,2026-09-26,2026-09-26
全家,樂天Joee希臘式優格草莓雪糕,184,1,2026-09-26,2026-09-26
全家,樂天小豬草莓可可冰淇淋夾心餅,268,1,2026-09-26,2026-09-26
全家,樂天巧克力派,744,6,2026-09-26,2026-09-26
全家,樂天懷舊糯玉米冰淇淋,163,1,2026-09-26,2026-09-26
全家,樂天蛋黃派,660,6,2026-09-26,2026-09-26
全家,樂特蜂膠甘草喉糖,50,1,2026-09-26,2026-09-26
全家,樂連輕雪鹽口味糖醋風味醬洋芋片,324,2,2026-09-26,2026-09-26
全家,樂連連原味洋芋片,324,2,2026-09-26,2026-09-26
全家,樂連連奶焗香蔥口味洋芋片,330,2,2026-09-26,2026-09-26
全家,樂連連海苔壽司洋芋片,324,2,2026-09-26,2026-09-26
全家,樂連連雞汁洋芋片,324,2,2026-09-26,2026-09-26
全家,樹薯粉,972,54,2026-09-26,2026-09-26
全家,樺達喜馬拉雅鹽檸檬薄荷分享包,133,10,2026-09-26,2026-09-26
全家,樺達硬喉糖檸檬薄荷,148,10,2026-09-26,2026-09-26
全家,樺達硬喉糖甘草金桔薄荷,148,10,2026-09-26,2026-09-26
全家,樺達硬喉糖超涼薄荷,148,10,2026-09-26,2026-09-26
全家,機上嚴選果鋪物語米果,1681,18,2026-09-26,2026-09-26
全家,檸檬夾心酥隨手包,399,3,2026-09-26,2026-09-26
全家,檸檬果乾,198,1,2026-09-26,2026-09-26
全家,檸檬蜂蜜水,128,1,2026-09-26,2026-09-26
全家,檸檬起司,246,6,2026-09-26,2026-09-26
全家,櫛瓜蔬菜堅果,484,4,2026-09-26,2026-09-26
全家,欣手藝-古早味金瓜炊粉,246,1,2026-09-26,2026-09-26
全家,欣手藝-港式酒香臘腸飯,448,1,2026-09-26,2026-09-26
全家,歐典黑糖仙草雙耳飲,70,1,2026-09-26,2026-09-26
全家,歐巴魚你串,139,1,2026-09-26,2026-09-26
全家,歐式田園沙拉,21,1,2026-09-26,2026-09-26
全家,歐維氏榛果威化棒,180,1,2026-09-26,2026-09-26
全家,正官庄活蔘28D PLUS,72,1,2026-09-26,2026-09-26
全家,正男醬香烤飯糰(2入),340,2,2026-09-26,2026-09-26
全家,每日C100%柳橙汁,132,1,2026-09-26,2026-09-26
全家,每日滿足草莓白巧穀物棒,103,1,2026-09-26,2026-09-26
全家,每日滿足莓果優格穀物棒,106,1,2026-09-26,2026-09-26
全家,每日滿足藍莓可可蛋白穀物棒,97,1,2026-09-26,2026-09-26
全家,每日Ｃ100%蘋果芭樂綜合果汁,155,1,2026-09-26,2026-09-26
全家,每朝健康無糖熟藏紅茶,20,10,2026-09-26,2026-09-26
全家,比利時蓮花薄脆餅,450,12,2026-09-26,2026-09-26
全家,比利時黑巧克力雪糕,252,1,2026-09-26,2026-09-26
全家,比菲多慢燒烤奶茶乳飲品,135,1,2026-09-26,2026-09-26
全家,毛豆三兄弟,157,1,2026-09-26,2026-09-26
全家,水果玉米筍,16,1,2026-09-26,2026-09-26
全家,水果聖代三明治,165,1,2026-09-26,2026-09-26
全家,水水灶咖-泰式蛤蜊酸辣寬粉,173,1,2026-09-26,2026-09-26
全家,水水灶咖-泰式辣炒豬肉飯,344,1,2026-09-26,2026-09-26
全家,水水灶咖洋芋片-水果啤酒風味,282,2,2026-09-26,2026-09-26
全家,水水灶咖洋芋片-甘梅芭樂風味,286,2,2026-09-26,2026-09-26
全家,水蜜桃鮮果乾,108,3,2026-09-26,2026-09-26
全家,水蠻牛維他命B補給飲料,142,2,2026-09-26,2026-09-26
全家,江南醬燒炒泡麵,510,1,2026-09-26,2026-09-26
全家,沁涼薄荷巧克力冰淇淋迷你杯,250,1,2026-09-26,2026-09-26
全家,沙茶牛肉炒麵,550,1,2026-09-26,2026-09-26
全家,沙茶鍋燒湯麵,516,1,2026-09-26,2026-09-26
全家,沙茶香辣雞胗,226,1,2026-09-26,2026-09-26
全家,法式千層蛋糕,212,1,2026-09-26,2026-09-26
全家,法式抹茶拿鐵,459,5,2026-09-26,2026-09-26
全家,法式檸檬塔,267,1,2026-09-26,2026-09-26
全家,法式香濃奶醬海鮮飯,537,1,2026-09-26,2026-09-26
全家,法式香濃海鮮焗飯,582,1,2026-09-26,2026-09-26
全家,法式香草嫩雞胸,106,1,2026-09-26,2026-09-26
全家,泡麵起司,307,5,2026-09-26,2026-09-26
全家,波樂純味無添加鹽洋芋片,326,2,2026-09-26,2026-09-26
全家,波樂香烤肋排味洋芋片,360,2,2026-09-26,2026-09-26
全家,波的多川麻椒香炸雞風味,296,2,2026-09-26,2026-09-26
全家,波的多洋芋片花雕雞風味,277,2,2026-09-26,2026-09-26
全家,波的多蚵仔煎口味薄片,311,2,2026-09-26,2026-09-26
全家,波的多韓式甘醬炸雞風味,297,2,2026-09-26,2026-09-26
全家,波蜜一日蔬果100％紫色蔬果汁,186,1,2026-09-26,2026-09-26
全家,波蜜果菜汁,216,1,2026-09-26,2026-09-26
全家,波蜜果菜汁330ml,122,1,2026-09-26,2026-09-26
全家,波蜜蔬果汁低卡,76,1,2026-09-26,2026-09-26
全家,泰國MAMA酸辣蝦味杯麵,272,1,2026-09-26,2026-09-26
全家,泰國Tasto冬蔭功厚切薯片,471,3,2026-09-26,2026-09-26
全家,泰國皇家牛奶片,120,5,2026-09-26,2026-09-26
全家,泰國頭等艙梅子,94,2,2026-09-26,2026-09-26
全家,泰奶可可布丁塔,259,1,2026-09-26,2026-09-26
全家,泰山八寶粥,269,1,2026-09-26,2026-09-26
全家,泰式綠咖哩雞,585,1,2026-09-26,2026-09-26
全家,津津綠蘆筍汁,204,2,2026-09-26,2026-09-26
全家,津津蘆筍汁,173,1,2026-09-26,2026-09-26
全家,洪師父至尊三寶牛肉碗麵,510,1,2026-09-26,2026-09-26
全家,活益比菲多減糖纖維,278,1,2026-09-26,2026-09-26
全家,活益比菲多發酵乳原味,297,1,2026-09-26,2026-09-26
全家,活益比菲多益生菌軟糖原味,108,3,2026-09-26,2026-09-26
全家,浪你平安包-田園蔬菜口味洋芋捲,726,6,2026-09-26,2026-09-26
全家,浪味仙拭事順心包(洋芋捲),448,4,2026-09-26,2026-09-26
全家,浪味仙田園蔬菜風味,212,2,2026-09-26,2026-09-26
全家,海味藏蝦捲,99,1,2026-09-26,2026-09-26
全家,海底雞,309,2,2026-09-26,2026-09-26
全家,海苔肉鬆沙拉麵包,449,1,2026-09-26,2026-09-26
全家,海苔豆腐味噌湯,29,1,2026-09-26,2026-09-26
全家,海苔魚板棒,104,1,2026-09-26,2026-09-26
全家,海藻野菜沙拉,20,1,2026-09-26,2026-09-26
全家,海陸滿滿蛋白棒,74,1,2026-09-26,2026-09-26
全家,海陸雙拼壽司,330,1,2026-09-26,2026-09-26
全家,海陸雙拼肉肉餐盒,545,1,2026-09-26,2026-09-26
全家,海鮮什錦炒麵,331,1,2026-09-26,2026-09-26
全家,海鮮巧達義大利濃湯麵,181,1,2026-09-26,2026-09-26
全家,海鮮魚卵棒,59,1,2026-09-26,2026-09-26
全家,海鮮魚板,83,1,2026-09-26,2026-09-26
全家,海鹽厚巧克力纖脆燕麥棒,147,1,2026-09-26,2026-09-26
全家,海鹽地瓜條,238,2,2026-09-26,2026-09-26
全家,海鹽奶油羅宋,383,1,2026-09-26,2026-09-26
全家,海鹽檸檬飲,142,1,2026-09-26,2026-09-26
全家,海鹽薯條,232,2,2026-09-26,2026-09-26
全家,淇淋巧酥品脫冰淇淋,1060,4,2026-09-26,2026-09-26
全家,淇淋巧酥迷你杯冰淇淋,224,1,2026-09-26,2026-09-26
全家,淡麗清酒蒸蛤蜊烤飯糰,177,1,2026-09-26,2026-09-26
全家,深焙花生滿餡麵包,432,1,2026-09-26,2026-09-26
全家,清潤無糖枇杷膏,84,4,2026-09-26,2026-09-26
全家,清炒蛤蜊義大利麵,234,1,2026-09-26,2026-09-26
全家,港式滑蛋牛肉燴飯,560,1,2026-09-26,2026-09-26
全家,港式鮮蝦雲吞撈麵,397,1,2026-09-26,2026-09-26
全家,湖池屋北海道玉米濃湯洋芋片,392,2,2026-09-26,2026-09-26
全家,湖池屋洋芋片海苔鹽口味,434,2,2026-09-26,2026-09-26
全家,溏心蛋洋芋沙拉,143,1,2026-09-26,2026-09-26
全家,滋露奶油巧克力,102,2,2026-09-26,2026-09-26
全家,滋露草莓巧克力,102,2,2026-09-26,2026-09-26
全家,滿天星原味,186,2,2026-09-26,2026-09-26
全家,滿滿果乾切片軟歐,450,1,2026-09-26,2026-09-26
全家,滿滿水果白熊冰,318,1,2026-09-26,2026-09-26
全家,滿漢大餐珍味牛肉麵,597,1,2026-09-26,2026-09-26
全家,滿漢大餐蔥燒牛肉麵,576,1,2026-09-26,2026-09-26
全家,滿漢大餐蔥燒豬肉麵,583,1,2026-09-26,2026-09-26
全家,滿漢大餐麻辣鍋牛肉麵,667,1,2026-09-26,2026-09-26
全家,滿漢小香腸,228,1,2026-09-26,2026-09-26
全家,潔淨清檸袋裝口香糖,48,10,2026-09-26,2026-09-26
全家,潔淨袋裝無糖口香糖,47,10,2026-09-26,2026-09-26
全家,潔淨超值包口香糖,103,22,2026-09-26,2026-09-26
全家,潤之泉枸杞菊花茶,63,1,2026-09-26,2026-09-26
全家,潤之泉養氣紅棗茶,61,1,2026-09-26,2026-09-26
全家,激辣辛杯麵,286,1,2026-09-26,2026-09-26
全家,濃可可紅寶石切片軟歐,466,1,2026-09-26,2026-09-26
全家,濃郁奶茶流心脆皮雪糕,265,1,2026-09-26,2026-09-26
全家,濃郁牛肉肉醬義大利麵,254,1,2026-09-26,2026-09-26
全家,火腿起司蛋三明治,202,1,2026-09-26,2026-09-26
全家,火辣雞肉風味鐵板炒麵杯裝,282,1,2026-09-26,2026-09-26
全家,炒泡麵爆香三杯風味,511,1,2026-09-26,2026-09-26
全家,炙烤醬香燒豚飯,645,1,2026-09-26,2026-09-26
全家,炙烤雞汁口味玉米片,274,2,2026-09-26,2026-09-26
全家,炭燒秘醬熱狗,186,1,2026-09-26,2026-09-26
全家,炸醬炒泡麵,557,1,2026-09-26,2026-09-26
全家,炸醬麵,418,1,2026-09-26,2026-09-26
全家,炸醬麵(包),2092,5,2026-09-26,2026-09-26
全家,烏魚子炒飯,452,1,2026-09-26,2026-09-26
全家,烤蛋白餐盒,438,1,2026-09-26,2026-09-26
全家,焗烤起司雙饗筆尖麵,725,1,2026-09-26,2026-09-26
全家,焙煎小麥鹽可頌,238,1,2026-09-26,2026-09-26
全家,焙煎蕎麥奶茶,493,5,2026-09-26,2026-09-26
全家,無加糖鮮豆漿1857ml,674,6,2026-09-26,2026-09-26
全家,無籽冰梅肉,32,1,2026-09-26,2026-09-26
全家,無籽梅肉,36,1,2026-09-26,2026-09-26
全家,無糖超涼薄荷糖,70,10,2026-09-26,2026-09-26
全家,無骨鹽酥雞,391,1,2026-09-26,2026-09-26
全家,無鹽奶油100g,750,10,2026-09-26,2026-09-26
全家,焦糖奶油脆餅冰淇淋迷你杯,226,1,2026-09-26,2026-09-26
全家,焦糖巧克力起司,294,6,2026-09-26,2026-09-26
全家,焦糖瑪奇朵口味高纖燕麥棒,146,1,2026-09-26,2026-09-26
全家,煉乳奶霜菠蘿,458,1,2026-09-26,2026-09-26
全家,煙燻風味魚香腸,63,1,2026-09-26,2026-09-26
全家,照燒雞腿肉串,78,1,2026-09-26,2026-09-26
全家,照燒風味雞Q丸,176,1,2026-09-26,2026-09-26
全家,熔岩批薩風味洋芋片,282,1,2026-09-26,2026-09-26
全家,熟成紅鮭飯糰,164,1,2026-09-26,2026-09-26
全家,熱厚濃抹茶拿鐵,345,1,2026-09-26,2026-09-26
全家,熱厚濃靜岡抹茶拿鐵,329,1,2026-09-26,2026-09-26
全家,熱唐寧果漾伯爵,240,1,2026-09-26,2026-09-26
全家,熱帶水果椰香義式冰淇淋迷你杯,159,1,2026-09-26,2026-09-26
全家,熱狗麵包,172,1,2026-09-26,2026-09-26
全家,燕麥脆片-椰香可可風味,116,1,2026-09-26,2026-09-26
全家,燕麥野菇粥,127,1,2026-09-26,2026-09-26
全家,燕麥高纖無加糖豆漿1857ml,762,4,2026-09-26,2026-09-26
全家,營多拌湯麵青檸牛肉風味,324,1,2026-09-26,2026-09-26
全家,營養口糧,586,10,2026-09-26,2026-09-26
全家,燻烤蝴蝶棒腿,328,1,2026-09-26,2026-09-26
全家,燻腸起司通心粉,530,1,2026-09-26,2026-09-26
全家,燻香雞腿排,293,1,2026-09-26,2026-09-26
全家,燻鴨佐白蘭地義大利麵,462,1,2026-09-26,2026-09-26
全家,爆米花脆片海鹽口味,196,2,2026-09-26,2026-09-26
全家,爆米花脆片鹹甜口味,210,2,2026-09-26,2026-09-26
全家,爆能哈哈真香能量飲料,14,1,2026-09-26,2026-09-26
全家,爆脆捲濃厚青醬牛口味玉米捲,252,2,2026-09-26,2026-09-26
全家,爆脆捲爆蒜濃蝦口味玉米捲,254,2,2026-09-26,2026-09-26
全家,爆香牛肉湯麵,498,1,2026-09-26,2026-09-26
全家,牛蒡海鮮丸子,378,1,2026-09-26,2026-09-26
全家,牛角泡菜,36,1,2026-09-26,2026-09-26
全家,牛角麵包,344,1,2026-09-26,2026-09-26
全家,牧場直送4.0巧克力牛奶雪糕,175,1,2026-09-26,2026-09-26
全家,牧場直送4.0無加糖濃醇優酪乳,118,2,2026-09-26,2026-09-26
全家,牧場直送4.0牛奶冰淇淋甜筒,250,1,2026-09-26,2026-09-26
全家,牧場直送4.0牛奶雪糕,166,1,2026-09-26,2026-09-26
全家,牧場直送4.0玉米牛奶雪糕,145,1,2026-09-26,2026-09-26
全家,牧場直送4.0生乳優格,109,1,2026-09-26,2026-09-26
全家,牧場直送4.0花生牛奶雪糕,188,1,2026-09-26,2026-09-26
全家,牧場直送4.0鮮乳1858ml,1264,5,2026-09-26,2026-09-26
全家,牧場直送4.0鮮乳900ml,612,3,2026-09-26,2026-09-26
全家,牧場直送鮮乳375ml,255,1,2026-09-26,2026-09-26
全家,特上檸檬茶330ml,116,1,2026-09-26,2026-09-26
全家,特大冰4水果茶,333,1,2026-09-26,2026-09-26
全家,特大冰五窨茉莉醇奶茶,140,1,2026-09-26,2026-09-26
全家,特大冰冬瓜QQ撞奶,486,1,2026-09-26,2026-09-26
全家,特大冰卡曼橘青茶,238,1,2026-09-26,2026-09-26
全家,特大冰夏芒粉角青茶,437,1,2026-09-26,2026-09-26
全家,特大冰寒天甘蔗檸檬,274,1,2026-09-26,2026-09-26
全家,特大冰杏仁凍青茶,145,1,2026-09-26,2026-09-26
全家,特大冰柳丁橙柚綠,304,1,2026-09-26,2026-09-26
全家,特大冰柳橙香柚綠茶,298,1,2026-09-26,2026-09-26
全家,特大冰桃粿仙女紅茶,353,1,2026-09-26,2026-09-26
全家,特大冰泰式奶茶,518,1,2026-09-26,2026-09-26
全家,特大冰甘蔗青茶,306,1,2026-09-26,2026-09-26
全家,特大冰白烏龍醇奶茶(膠囊),140,1,2026-09-26,2026-09-26
全家,特大冰百香QQ綠,416,1,2026-09-26,2026-09-26
